ex;perhidro;mes;Local;ano;hora;num;sp;CP;peso;Sexo;EstMat;Gordura;pesoevis;Categoria; anom.min ;anom.max;anom.cheia;anom.seca;hidro.min;hidro.max;dur_cheia;dur_seca;estomago;gr
180;seca;out/15;Lago do Padre;17;N;75154;Acestrorhynchus falcirostris;18.2;64.08;F;2;2;NA;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75155;Acestrorhynchus falcirostris;21.0 ;98.38;F;6;2;88.48;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75156;Acestrorhynchus falcirostris;21.5;103.17;F;2;1;92.99;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75157;Acestrorhynchus falcirostris;22.2;113.4;F;6;1;105.97;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75158;Acestrorhynchus falcirostris;23.5;136.15;F;2;3;121.95;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75159;Acestrorhynchus falcirostris;16.0 ;40.34;F;1;1;NA;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75160;Acestrorhynchus falcirostris;17.0 ;48.85;F;2;2;NA;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75161;Acestrorhynchus falcirostris;16.2;39.31;M;2;1;35.8;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75162;Acestrorhynchus falcirostris;16.5;44.06;F;2;1;NA;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75163;Acestrorhynchus falcirostris;15.5;37.43;F;2;1;34.32;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75164;Acestrorhynchus falcirostris;16.0 ;37.45;F;2;1;NA;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75165;Acestrorhynchus falcirostris;15.5;37.46;F;2;1;34.31;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;N;75166;Acestrorhynchus falcirostris;15.5;35.07;F;1;0;32.52;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75187;Serrasalmus maculatus;8.0 ;21.76;I;NA;1;19.7;mutilador ;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75228;Acestrorhynchus falcirostris;24.0 ;152.58;F;2;3;130.33;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75229;Acestrorhynchus falcirostris;24.2;156.97;F;6;3;138.21;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75231;Acestrorhynchus falcirostris;23.3;129.42;F;6;2;120.56;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75232;Acestrorhynchus falcirostris;22.5;111.29;F;2;1;94.96;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75233;Acestrorhynchus falcirostris;22.5;114.78;F;2;2;105.28;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75234;Acestrorhynchus falcirostris;24.4;165.64;F;2;1;152.29;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75235;Acestrorhynchus falcirostris;23.5;130.97;F;2;2;119.81;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75237;Acestrorhynchus falcirostris;24.4;155.14;F;6;3;140.42;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75236;Acestrorhynchus falcirostris;22.7;127.84;F;6;1;115.02;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75238;Acestrorhynchus falcirostris;21.4;104.77;F;6;3;87.37;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75239;Acestrorhynchus falcirostris;24.5;127.67;F;2;2;115.87;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75240;Acestrorhynchus falcirostris;21.5;102.00 ;F;6;1;91.28;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75241;Acestrorhynchus falcirostris;23.0 ;126.47;F;2;2;112.44;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75242;Acestrorhynchus falcirostris;21.5;102.18;F;6;1;92.83;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75243;Acestrorhynchus falcirostris;19.5;79.42;F;6;2;69.19;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
180;seca;out/15;Lago do Padre;17;CV;75244;Acestrorhynchus falcirostris;16.0 ;37.9;F;6;1;35.8;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75245;Acestrorhynchus falcirostris;17.0 ;48.19;F;6;1;45.86;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75246;Acestrorhynchus falcirostris;17.3;48.67;F;6;1;45.43;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75247;Acestrorhynchus falcirostris;18.0 ;54.5;F;6;2;49.03;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75248;Acestrorhynchus falcirostris;18.5;62.03;F;6;1;57.47;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75249;Acestrorhynchus falcirostris;16.8;47.22;F;6;2;43.89;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75250;Acestrorhynchus falcirostris;18.0 ;54.39;F;6;1;50.22;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75251;Acestrorhynchus falcirostris;24.0 ;145.17;F;2;2;129.8;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75252;Acestrorhynchus falcirostris;21.0 ;97.84;F;2;2;87.05;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75253;Acestrorhynchus falcirostris;17.5;53.08;M;2;1;48.44;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75254;Acestrorhynchus falcirostris;16.0 ;40.41;F;6;1;37.94;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75255;Acestrorhynchus falcirostris;16.5;44.64;F;6;1;41.46;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75256;Acestrorhynchus falcirostris;16.5;44.11;F;6;2;41.0 ;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75257;Acestrorhynchus falcirostris;17.5;50.26;F;6;2;46.49;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75258;Acestrorhynchus falcirostris;15.0 ;35.5;F;6;1;30.02;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75259;Acestrorhynchus falcirostris;16.1;38.72;F;2;1;36.29;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75260;Acestrorhynchus falcirostris;14.4;29.96;F;2;1;27.77;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75261;Acestrorhynchus falcirostris;13.4;27.64;F;2;1;25.56;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
180;seca;out/15;Lago do Padre;17;CV;75262;Cichla monoculus;15.0 ;84.91;M;2;0;78.44;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75263;Cichla monoculus;14.6;71.25;F;2;0;68.19;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75264;Acestrorhynchus falcirostris;23.8;140.87;F;6;3;127.61;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75265;Acestrorhynchus falcirostris;23.1;123.3;F;6;1;114.49;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75266;Acestrorhynchus falcirostris;23.6;141.96;F;2;1;128.25;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75267;Acestrorhynchus falcirostris;21.0 ;82.44;F;6;2;74.26;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75268;Acestrorhynchus falcirostris;19.8;80.58;F;2;1;72.22;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75269;Acestrorhynchus falcirostris;18.0 ;55.78;F;6;1;50.68;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75270;Acestrorhynchus falcirostris;18.1;53.35;F;6;1;50.01;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75271;Acestrorhynchus falcirostris;20.3;76.78;F;2;1;67.93;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75272;Acestrorhynchus falcirostris;21.5;100.14;M;2;1;85.69;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
180;seca;out/15;Lago do Padre;17;CV;75273;Acestrorhynchus falcirostris;18.5;55.12;F;6;1;49.04;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75274;Acestrorhynchus falcirostris;18.8;57.61;F;6;1;53.78;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75275;Acestrorhynchus falcirostris;17.6;53.04;F;2;1;49.16;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75276;Acestrorhynchus falcirostris;16.3;39.98;F;6;1;36.57;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75277;Acestrorhynchus falcirostris;16.2;42.00 ;F;2;1;37.67;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
180;seca;out/15;Lago do Padre;17;CV;75278;Acestrorhynchus falcirostris;15.5;39.23;F;6;1;35.05;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75279;Acestrorhynchus falcirostris;17.1;47.6;F;2;1;43.85;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75280;Acestrorhynchus falcirostris;17.6;56.52;F;6;2;51.83;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75281;Acestrorhynchus falcirostris;17.1;41.61;F;6;1;38.78;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
180;seca;out/15;Lago do Padre;17;CV;75282;Acestrorhynchus falcirostris;16.6;41.07;F;6;1;38.58;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75283;Acestrorhynchus falcirostris;17.5;47.21;F;2;1;43.7;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75284;Acestrorhynchus falcirostris;18.0 ;54.23;F;6;1;50.56;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75285;Acestrorhynchus falcirostris;16.2;46.42;F;6;1;42.12;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75286;Acestrorhynchus falcirostris;17.3;57.18;F;6;1;52.03;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75287;Acestrorhynchus falcirostris;17.2;51.04;F;6;2;46.05;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
180;seca;out/15;Lago do Padre;17;CV;75288;Acestrorhynchus falcirostris;16.4;39.3;F;6;1;35.72;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;D;75328;Pellona flavipinnis;15.6;55.93;M;3;2;52.7;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75329;Pellona flavipinnis;14.9;44.97;F;3;2;40.1;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;D;75371;Acestrorhynchus falcirostris;20.5;94.99;F;2;1;76.14;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;D;75372;Acestrorhynchus falcirostris;22.0 ;91.12;F;2;1;81.36;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75373;Acestrorhynchus falcirostris;22.4;115.32;F;6;1;102.28;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75374;Acestrorhynchus falcirostris;22.7;107.16;F;2;1;92.41;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75375;Acestrorhynchus falcirostris;24.0 ;121.77;F;2;1;107.94;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75376;Acestrorhynchus falcirostris;31.5;270.61;F;2;1;233.8;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75377;Acestrorhynchus falcirostris;16.5;39.21;F;1;1;34.16;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75378;Acestrorhynchus falcirostris;23.0 ;104.58;F;2;1;94.15;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;D;75379;Acestrorhynchus falcirostris;21.0 ;85.06;F;2;1;72.66;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;D;75380;Acestrorhynchus falcirostris;17.5;45.65;F;1;1;41.22;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;N;75473;Acestrorhynchus falcirostris;28.6;275.44;F;2;2;234.42;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;N;75474;Acestrorhynchus falcirostris;26.7;206.87;M;2;2;190.98;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75475;Acestrorhynchus falcirostris;24.6;132.32;F;2;1;120.53;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;N;75476;Acestrorhynchus falcirostris;25.7;176.05;F;6;2;159.1;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75477;Acestrorhynchus falcirostris;25.1;162.44;F;6;1;149.47;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75478;Acestrorhynchus falcirostris;25.4;188.9;M;2;2;160.0 ;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;N;75479;Acestrorhynchus falcirostris;25.9;187.7;F;2;2;171.04;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75480;Acestrorhynchus falcirostris;25.5;176.79;F;6;2;159.95;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75481;Acestrorhynchus falcirostris;26.5;213.15;F;6;1;197.46;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75482;Acestrorhynchus falcirostris;22.6;101.4;F;2;1;94.37;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75483;Acestrorhynchus falcirostris;23.5;116.2;F;2;1;108.83;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75484;Acestrorhynchus falcirostris;22.5;101.56;F;2;1;94.89;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75485;Acestrorhynchus falcirostris;23.1;119.73;F;2;1;110.2;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75486;Acestrorhynchus falcirostris;23.2;105.83;F;2;1;98.29;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75487;Acestrorhynchus falcirostris;23.7;151.3;F;6;2;136.89;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75488;Acestrorhynchus falcirostris;21.6;84.81;F;2;1;78.21;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75489;Acestrorhynchus falcirostris;22.4;111.39;F;6;2;103.14;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75490;Acestrorhynchus falcirostris;21.0 ;85.16;F;6;1;79.36;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75491;Acestrorhynchus falcirostris;23.0 ;113.34;F;2;1;105.69;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75492;Acestrorhynchus falcirostris;19.7;81.12;F;2;2;72.29;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75493;Acestrorhynchus falcirostris;21.8;97.18;F;1;1;88.36;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75494;Acestrorhynchus falcirostris;16.9;44.99;F;6;1;40.82;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75495;Acestrorhynchus falcirostris;20.5;79.9;F;2;1;72.62;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75496;Acestrorhynchus falcirostris;17.6;47.79;F;2;1;44.25;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75500;Pellona flavipinnis;18.5;108.35;M;3;2;100.44;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75501;Pellona flavipinnis;19.6;122.77;M;3;1;114.67;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75502;Pellona flavipinnis;16.0 ;67.47;F;3;1;61.3;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75503;Pellona flavipinnis;14.7;54.34;M;3;2;50.27;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75504;Pellona flavipinnis;15.8;68.01;M;3;2;62.7;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;N;75505;Pellona flavipinnis;15.3;59.7;F;3;1;52.94;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75506;Pellona flavipinnis;14.5;54.2;F;2;1;48.53;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75507;Pellona flavipinnis;13.0 ;36.25;F;3;1;32.44;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;N;75508;Pellona flavipinnis;15.2;50.5;M;3;1;46.47;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;N;75509;Pellona flavipinnis;13.7;44.07;F;3;1;37.4;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;N;75513;Pygocentrus nattereri;10.7;61.76;F;2;2;53.5;mutilador ;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;N;75519;Hoplias malabaricus;23.5;289.88;F;6;1;272.79;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;N;75520;Hoplias malabaricus;21.6;227.95;F;2;1;213.78;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CM;75600;Pellona flavipinnis;14.9;61.76;F;3;1;52.5;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;CM;75601;Pellona flavipinnis;13.0 ;38.76;F;2;2;35.0 ;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;CM;75602;Pellona flavipinnis;15.5;62.9;F;3;1;55.4;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;CM;75603;Pellona flavipinnis;13.6;46.11;F;3;1;40.4;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;3
181;seca;nov/15;Lago do Padre;17;CM;75604;Pellona flavipinnis;13.2;39.72;F;2;2;35.7;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;CM;75605;Pellona flavipinnis;14.3;52.15;F;3;1;45.5;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;CM;75606;Pellona flavipinnis;14.5;54.12;M;3;2;50.0 ;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CM;75607;Pellona flavipinnis;12.5;33.69;F;2;2;31.1;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;CM;75608;Pellona flavipinnis;14.6;56.43;M;3;2;51.9;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;CM;75609;Pellona flavipinnis;11.7;24.25;M;2;2;22.1;carnivoro;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;1
181;seca;nov/15;Lago do Padre;17;CM;75616;Acestrorhynchus falcirostris;22.3;118.82;F;2;2;107.78;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CM;75618;Acestrorhynchus falcirostris;26.4;186.7;F;2;2;172.71;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CM;75619;Acestrorhynchus falcirostris;18.4;50.48;F;2;1;48.3;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CM;75624;Cichla monoculus;19.0 ;166.66;F;2;1;157.25;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;NA
181;seca;nov/15;Lago do Padre;17;CV;75631;Acestrorhynchus falcirostris;30.8;305.34;F;2;3;269.2;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;CV;75632;Acestrorhynchus falcirostris;30.4;295.12;F;2;3;243.3;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;1;2
181;seca;nov/15;Lago do Padre;17;CV;75633;Acestrorhynchus falcirostris;28.0 ;213.15;M;2;1;195.1;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;CV;75634;Acestrorhynchus falcirostris;26.4;199.53;F;2;1;175.7;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
181;seca;nov/15;Lago do Padre;17;CV;75635;Acestrorhynchus falcirostris;26.0 ;177.09;F;2;2;160.8;estrito;-1.66;-0.77;-17.1;67.6;15.92;27.19;98;143;0;0
